Order,PID,MS_SubClass,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Central_Air,Electrical,SF_1st_Flr,SF_2nd_Flr,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Ssn3_Porch,Screen_Porch,Fence,Misc_Val,Mo_Sold,Yr_Sold,SaleCondition,SalePrice
2770,907125080,20,95,13015,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,6,1996,1996,Gable,VinylSd,TA,Gd,PConc,Gd,TA,No,Unf,0,1100,1100,Y,SBrkr,1100,0,1100,0,0,1,1,3,TA,5,0,NA,Attchd,1996,RFn,2,462,TA,TA,0,0,0,0,0,NA,0,6,2006,Normal,145000
2771,907130110,60,65,12438,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1995,1995,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,781,781,Y,SBrkr,795,704,1499,0,0,2,1,3,Gd,6,1,TA,Attchd,1995,RFn,2,473,TA,TA,413,91,0,0,0,NA,0,8,2006,Normal,187000
2772,907131070,20,,8685,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,Mn,GLQ,846,579,1425,Y,SBrkr,1425,0,1425,1,0,2,0,3,TA,5,0,NA,Attchd,1998,RFn,2,591,TA,TA,0,130,0,0,0,NA,0,5,2006,Normal,193000
2773,907135230,20,43,13568,IR2,Lvl,CulDSac,CollgCr,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,ALQ,716,274,990,Y,SBrkr,990,0,990,0,1,1,0,3,TA,5,0,NA,Attchd,1996,Unf,2,576,TA,TA,224,0,0,0,0,NA,0,7,2006,Normal,156000
2774,907175030,20,70,9100,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2000,2000,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,1400,125,1525,Y,SBrkr,1525,0,1525,1,0,2,0,3,Gd,6,0,NA,Attchd,2000,RFn,2,541,TA,TA,219,36,0,0,0,NA,0,9,2006,Normal,235000
2775,907175060,20,79,9236,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,279,1479,Y,SBrkr,1494,0,1494,1,0,2,0,3,Gd,6,0,NA,Attchd,1997,RFn,2,576,TA,TA,168,27,0,0,0,NA,0,7,2006,Normal,217000
2776,907180120,20,78,10264,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,426,1588,Y,SBrkr,1588,0,1588,0,0,2,0,3,Gd,6,0,NA,Attchd,1999,RFn,2,472,TA,TA,158,29,0,0,0,NA,0,8,2006,Normal,214000
2777,907181090,60,68,9272,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,500,342,842,Y,SBrkr,856,893,1749,0,0,2,1,3,Gd,7,0,NA,Attchd,1999,RFn,2,515,TA,TA,140,85,0,0,0,NA,0,6,2006,Normal,196000
2778,907187010,60,72,13426,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1999,2000,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,894,57,951,Y,SBrkr,951,828,1779,1,0,2,1,3,Gd,7,1,TA,Attchd,1999,Fin,2,586,TA,TA,208,107,0,0,0,NA,0,9,2006,Normal,217000
2779,907192010,60,95,13450,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,700,216,916,Y,SBrkr,920,941,1861,1,0,2,1,3,Gd,8,0,NA,BuiltIn,2002,RFn,2,492,TA,TA,146,91,0,0,0,NA,0,6,2006,Normal,200000
2780,907194130,60,65,14006,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,,Unf,0,936,936,Y,SBrkr,936,840,1776,0,0,2,1,3,Gd,7,1,TA,Attchd,2002,RFn,2,474,TA,TA,144,96,0,0,0,NA,0,2,2006,Normal,192500
2781,907196020,20,118,13704,IR1,Lvl,Corner,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,1541,1541,Y,SBrkr,1541,0,1541,0,0,2,0,3,Gd,6,1,TA,Attchd,2001,RFn,3,843,TA,TA,468,81,0,0,0,NA,0,1,2006,Normal,205000
2782,907200170,80,55,10780,IR1,Lvl,Inside,CollgCr,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,TA,TA,CBlock,TA,TA,Av,ALQ,483,428,911,Y,SBrkr,954,0,954,0,0,1,0,3,TA,6,0,NA,Detchd,1976,Unf,2,576,TA,TA,0,0,0,0,0,NA,0,7,2006,Normal,132500
2783,907201160,60,50,8340,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,6,1977,1977,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Av,GLQ,509,166,675,Y,SBrkr,686,702,1388,0,0,1,1,3,TA,6,0,NA,Attchd,1977,Unf,1,317,TA,TA,406,36,0,0,0,NA,0,12,2006,Normal,157500
2784,907201230,80,42,10385,IR1,Lvl,CulDSac,CollgCr,1Fam,SLvl,6,6,1978,1978,Gable,HdBoard,TA,TA,CBlock,TA,Gd,Av,ALQ,595,0,995,Y,SBrkr,1282,0,1282,0,1,2,0,3,TA,6,0,NA,Detchd,1989,Unf,3,672,Fa,TA,386,0,0,0,0,NA,0,4,2006,Normal,174000
2785,907202140,20,69,9920,IR1,Lvl,Inside,CollgCr,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,448,971,Y,SBrkr,971,0,971,0,0,1,1,3,TA,5,1,Po,Attchd,1969,Unf,1,300,TA,TA,0,0,0,0,0,NA,0,5,2006,Normal,128500
2786,907203010,20,120,9560,IR1,Lvl,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Hip,MetalSd,TA,Gd,CBlock,TA,TA,Mn,Rec,360,504,864,Y,SBrkr,864,0,864,0,0,1,0,3,TA,5,0,NA,Attchd,1972,RFn,1,288,TA,TA,0,0,0,0,0,NA,0,6,2006,Normal,128500
2787,907203040,20,70,9800,Reg,Lvl,Corner,CollgCr,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,TA,TA,PConc,TA,TA,No,ALQ,894,0,894,Y,SBrkr,894,0,894,1,0,1,0,3,TA,5,0,NA,Attchd,1975,Unf,2,552,TA,TA,256,0,0,0,0,GdWo,0,7,2006,Abnorml,149900
2788,907227090,20,60,7200,Reg,Low,Inside,CollgCr,1Fam,1Story,5,8,1972,1972,Gable,VinylSd,TA,TA,CBlock,TA,TA,No,BLQ,437,427,864,Y,SBrkr,864,0,864,0,0,1,0,3,TA,5,0,NA,Detchd,1977,Unf,1,297,TA,TA,0,0,0,0,0,MnPrv,0,3,2006,Normal,119900
2789,907230240,160,,3612,IR1,Lvl,Inside,Landmrk,Twnhs,2Story,6,5,1993,1994,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,338,292,630,Y,SBrkr,630,690,1320,0,0,2,1,3,TA,5,0,NA,Detchd,1993,Unf,2,484,TA,TA,0,48,0,0,0,MnPrv,0,6,2006,Normal,137000
2790,907251100,60,90,11367,Reg,Lvl,Corner,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,133,1065,Y,SBrkr,1091,898,1989,1,0,2,1,3,Gd,7,1,Gd,Attchd,2002,Fin,2,586,TA,TA,199,60,0,0,0,NA,0,11,2006,Normal,255000
2791,907252050,60,,9930,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,456,370,826,Y,SBrkr,878,884,1762,0,0,2,1,3,Gd,6,0,NA,Attchd,2002,Fin,2,591,TA,TA,320,54,0,0,0,NA,0,7,2006,Normal,222000
2792,907254050,60,45,9468,IR2,Lvl,CulDSac,CollgCr,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,TA,TA,PConc,Gd,TA,Mn,GLQ,639,201,840,Y,SBrkr,840,915,1755,1,0,2,1,3,TA,7,1,TA,Attchd,1999,RFn,2,530,TA,TA,176,73,0,0,0,NA,0,8,2006,Normal,214000
2793,907255010,20,,11088,Reg,Lvl,Corner,CollgCr,1Fam,1Story,8,5,2002,2002,Hip,Stucco,Gd,TA,PConc,Gd,TA,No,GLQ,872,476,1348,Y,SBrkr,1358,0,1358,1,0,1,1,1,Gd,5,1,TA,Attchd,2002,Unf,2,418,TA,TA,68,166,0,0,0,NA,0,6,2006,Normal,220000
2794,907255050,20,,14781,IR2,Lvl,CulDSac,CollgCr,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,Gd,TA,PConc,Gd,TA,Gd,Unf,0,1753,1753,Y,SBrkr,1787,0,1787,0,0,2,0,3,Gd,7,1,TA,Attchd,2001,RFn,3,748,TA,TA,198,150,0,0,0,NA,0,8,2006,Normal,275000
2795,907262080,60,70,8726,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,872,872,Y,SBrkr,872,1037,1909,0,0,2,1,4,Gd,8,0,NA,BuiltIn,2002,RFn,2,529,TA,TA,0,108,0,0,0,NA,0,9,2006,Normal,197000
2796,907265030,20,,8125,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,986,668,1654,Y,SBrkr,1654,0,1654,1,0,2,0,3,Gd,6,0,NA,Attchd,2002,Unf,3,900,TA,TA,0,136,0,0,0,NA,0,2,2006,Normal,230000
2797,907270050,60,67,10566,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,920,170,1090,Y,SBrkr,1090,1124,2214,1,0,2,1,3,Gd,8,1,TA,Attchd,1999,Fin,3,646,TA,TA,197,80,0,0,0,NA,0,7,2006,Normal,268500
2798,907275030,60,,21533,IR2,Lvl,FR2,CollgCr,1Fam,2Story,7,5,1996,1997,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,1065,1065,Y,SBrkr,1065,984,2049,0,0,2,1,4,Gd,9,1,TA,Attchd,1997,Unf,2,467,TA,TA,120,48,0,0,0,NA,0,8,2006,Normal,210900
2799,907285010,60,90,11250,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,Mn,ALQ,796,258,1054,Y,SBrkr,1070,869,1939,0,1,2,1,3,Gd,8,1,TA,Attchd,1998,RFn,3,555,TA,TA,128,84,0,0,0,NA,0,5,2006,Normal,227000
2800,907285100,60,90,11250,Reg,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1995,1996,Gable,VinylSd,Gd,Gd,PConc,Gd,Gd,Av,GLQ,685,245,930,Y,SBrkr,950,1045,1995,1,0,2,1,4,Gd,8,1,TA,Attchd,1995,RFn,2,610,TA,TA,275,170,0,0,0,NA,0,7,2006,Normal,237000
2801,907290020,60,75,9750,Reg,Lvl,Corner,CollgCr,1Fam,2Story,7,6,1998,1998,Gable,VinylSd,TA,TA,PConc,Gd,TA,Av,GLQ,975,133,1108,Y,SBrkr,1108,989,2097,1,0,2,1,3,Gd,8,1,TA,Detchd,1998,RFn,2,583,TA,TA,253,170,0,0,0,NA,0,6,2006,Normal,274300
2802,907290080,20,70,9100,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,24,1836,1860,Y,SBrkr,1836,0,1836,0,0,2,0,3,Gd,8,1,Gd,Attchd,2004,Fin,2,484,TA,TA,120,33,0,0,0,NA,0,10,2006,Normal,216837
2803,907290160,120,37,4435,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,717,131,848,Y,SBrkr,848,0,848,1,0,1,0,1,Gd,4,0,NA,Attchd,2003,Fin,2,420,TA,TA,140,0,0,0,0,NA,0,4,2006,Normal,133000
2804,907290230,120,37,4435,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,186,848,Y,SBrkr,848,0,848,1,0,1,0,1,Gd,3,1,Gd,Attchd,2004,RFn,2,420,TA,TA,140,0,0,0,0,NA,0,5,2006,Normal,155900
2805,907290260,60,120,15611,Reg,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,1079,1079,Y,SBrkr,1079,840,1919,0,0,2,1,3,Gd,8,1,Gd,Attchd,2006,RFn,2,685,Gd,TA,0,51,0,0,0,NA,0,7,2006,Partial,233230
2806,907401050,20,70,8810,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,1000,390,1390,Y,SBrkr,1390,0,1390,1,0,2,0,3,Gd,7,0,NA,Attchd,2003,RFn,2,545,TA,TA,0,68,0,0,0,NA,0,3,2006,Normal,207000
2807,907401080,60,41,12393,IR2,Lvl,FR2,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,847,847,Y,SBrkr,847,1101,1948,0,0,2,1,4,Gd,8,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,100,48,0,0,0,NA,0,9,2006,Normal,195000
2808,907405030,20,70,9135,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,340,1342,1682,Y,SBrkr,1700,0,1700,1,0,2,0,3,Gd,7,0,NA,Attchd,2003,RFn,2,544,TA,TA,192,23,0,0,0,NA,0,5,2006,Normal,200000
2809,907410040,60,74,8581,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,Gd,TA,PConc,Gd,Gd,Mn,Unf,0,851,851,Y,SBrkr,851,886,1737,0,0,2,1,3,Gd,7,0,NA,Attchd,2006,RFn,2,578,TA,TA,0,105,0,0,0,NA,0,8,2006,Partial,203160
2810,907410100,60,70,8400,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,784,784,Y,SBrkr,784,827,1611,0,0,2,1,3,Gd,6,0,NA,Attchd,2005,RFn,2,572,TA,TA,144,36,0,0,0,NA,0,3,2006,Normal,195800
2811,907410110,20,84,10084,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,24,1528,1552,Y,SBrkr,1552,0,1552,0,0,2,0,3,Gd,7,0,NA,Attchd,2005,RFn,3,782,TA,TA,144,20,0,0,0,NA,0,7,2006,Partial,212900
2812,907412010,60,89,11645,IR1,Lvl,Corner,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,860,860,Y,SBrkr,860,860,1720,0,0,2,1,3,Gd,7,0,NA,Attchd,2004,RFn,2,565,TA,TA,0,70,0,0,0,NA,0,8,2006,Normal,196500
2813,907414040,20,65,8772,Reg,Lvl,FR2,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,996,340,1336,Y,SBrkr,1336,0,1336,1,0,2,0,3,Gd,6,0,NA,Attchd,2005,Unf,2,502,TA,TA,136,43,0,0,0,NA,0,9,2006,Partial,198000
2814,907418020,60,68,8846,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,750,750,Y,SBrkr,750,750,1500,0,0,2,1,3,Gd,6,0,NA,Attchd,2005,RFn,2,564,TA,TA,0,35,0,0,0,NA,0,8,2006,Partial,173900
2815,907420070,60,65,8461,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,728,728,Y,SBrkr,728,728,1456,0,0,2,1,3,Gd,8,1,Gd,Attchd,2005,Fin,2,390,TA,TA,0,24,0,0,0,NA,0,7,2006,Partial,163990
2816,907420090,20,65,8767,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,24,1286,1310,Y,SBrkr,1310,0,1310,0,0,2,0,3,Gd,6,1,Gd,Attchd,2005,Fin,2,400,TA,TA,0,0,0,0,0,NA,0,7,2006,Partial,164990
2817,908102020,70,67,8777,Reg,Bnk,Inside,Edwards,1Fam,2Story,4,6,1910,2000,Gable,Plywood,TA,Gd,CBlock,Gd,TA,No,Rec,173,166,676,Y,SBrkr,760,676,1436,1,0,2,0,3,TA,6,0,NA,Attchd,1950,Unf,2,528,TA,TA,147,0,0,0,0,NA,420,10,2006,Normal,98000
2818,908102320,20,134,17755,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,176,1290,1466,Y,SBrkr,1466,0,1466,0,0,1,1,3,Fa,6,2,Gd,Attchd,1959,Fin,2,528,TA,TA,0,140,0,0,100,NA,0,11,2006,Normal,149900
2819,908102330,20,67,8877,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,5,1951,1951,Gable,Wd Sdng,TA,TA,CBlock,Fa,Fa,No,LwQ,836,0,836,Y,FuseF,1220,0,1220,0,0,1,0,2,TA,6,0,NA,Detchd,1951,Unf,2,396,TA,TA,0,0,0,0,0,NA,0,4,2006,Normal,102000
2820,908103310,90,38,7840,IR1,Lvl,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,1975,Flat,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,976,0,976,Y,SBrkr,1012,0,1012,0,2,2,0,4,TA,4,0,NA,NA,,NA,0,0,NA,NA,0,0,0,0,0,NA,0,10,2006,AdjLand,127500
2821,908103320,90,35,9400,IR1,Lvl,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,1975,Flat,WdShing,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945,0,945,Y,SBrkr,980,0,980,0,2,2,0,4,TA,4,0,NA,NA,,NA,0,0,NA,NA,0,0,0,0,0,NA,0,10,2006,AdjLand,127500
2822,908127050,20,73,16133,Reg,HLS,Inside,Edwards,1Fam,1Story,5,4,1969,1969,Gable,HdBoard,TA,TA,CBlock,Gd,TA,Mn,ALQ,847,329,1176,Y,SBrkr,1176,0,1176,1,0,1,0,2,TA,5,0,NA,Attchd,1969,Unf,1,360,TA,TA,0,92,0,0,112,NA,0,12,2006,Abnorml,119900
2823,908128100,60,62,7162,Reg,Lvl,Inside,Edwards,1Fam,2Story,7,5,2003,2004,Hip,HdBoard,Gd,TA,PConc,Gd,TA,No,Unf,0,796,796,Y,SBrkr,806,918,1724,0,0,2,1,3,Gd,8,1,Gd,BuiltIn,2003,Fin,2,616,TA,TA,168,57,0,0,0,NA,0,5,2006,Normal,196500
2824,908130020,20,75,8050,Reg,Lvl,Inside,Edwards,1Fam,1Story,6,5,2002,2002,Gable,VinylSd,TA,TA,PConc,Gd,TA,Av,GLQ,475,142,914,Y,SBrkr,914,0,914,1,0,1,0,2,Gd,4,0,NA,NA,,NA,0,0,NA,NA,32,0,0,0,0,NA,0,4,2006,Normal,117250
2825,908178050,60,90,11060,IR1,Lvl,Corner,Edwards,1Fam,2Story,7,5,2003,2005,Gable,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,0,1150,1150,Y,SBrkr,1164,1150,2314,0,0,2,1,3,Gd,9,1,Ex,BuiltIn,2003,Fin,2,502,TA,TA,0,274,0,0,0,NA,0,2,2006,Normal,229000
2826,908186060,180,35,3675,Reg,Lvl,Inside,Edwards,TwnhsE,SLvl,5,5,2005,2005,Gable,VinylSd,TA,TA,PConc,Gd,TA,Gd,GLQ,547,0,547,Y,SBrkr,1072,0,1072,1,0,1,0,2,TA,5,0,NA,Basment,2005,Fin,2,525,TA,TA,0,28,0,0,0,NA,0,5,2006,Normal,145000
2827,908186070,180,35,3675,Reg,Lvl,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,TA,TA,PConc,Gd,TA,Gd,GLQ,547,0,547,Y,SBrkr,1072,0,1072,1,0,2,0,2,TA,5,0,NA,Basment,2005,Fin,2,525,TA,TA,0,44,0,0,0,NA,0,6,2006,Partial,140000
2828,908186090,180,35,3675,Reg,Lvl,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,TA,TA,PConc,Gd,TA,Gd,GLQ,547,0,547,Y,SBrkr,1072,0,1072,1,0,1,0,2,TA,5,0,NA,Basment,2005,Fin,2,525,TA,TA,0,44,0,0,0,NA,0,10,2006,Partial,142500
2829,908188110,160,24,2522,Reg,Lvl,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,Y,SBrkr,970,739,1709,0,0,2,0,3,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,0,40,0,0,0,NA,0,5,2006,Normal,134000
2830,908188120,160,24,2522,Reg,Lvl,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,Y,SBrkr,970,739,1709,0,0,2,0,3,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,0,40,0,0,0,NA,0,5,2006,Normal,130000
2831,908188130,160,24,2522,Reg,Lvl,Inside,Edwards,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,Y,SBrkr,970,739,1709,0,0,2,0,3,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,0,40,0,0,0,NA,0,4,2006,Normal,130000
2832,908188140,160,24,2522,Reg,Lvl,Inside,Edwards,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,970,970,Y,SBrkr,970,739,1709,0,0,2,0,3,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,0,40,0,0,0,NA,0,4,2006,Normal,137500
2833,908188150,160,32,3363,Reg,Lvl,Inside,Edwards,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,976,976,Y,SBrkr,976,732,1708,0,0,2,0,3,Gd,7,0,NA,Detchd,2004,Unf,2,380,TA,TA,0,40,0,0,0,NA,0,4,2006,Normal,130000
2834,908225180,50,56,6956,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,7,1948,1950,Gable,VinylSd,TA,Gd,CBlock,Fa,TA,Mn,Unf,0,624,624,Y,SBrkr,624,312,936,0,0,1,0,3,TA,5,0,NA,Attchd,1948,Unf,1,265,TA,Po,0,0,0,0,0,NA,0,4,2006,Normal,97900
2835,908227010,50,72,7822,Reg,Bnk,Corner,Edwards,1Fam,1.5Fin,6,3,1915,1950,Gable,AsbShng,TA,Fa,BrkTil,Fa,Fa,No,Unf,0,832,832,Y,FuseF,846,492,1338,0,0,2,0,3,TA,7,0,NA,Detchd,1974,Unf,2,528,TA,TA,0,0,208,0,0,GdPrv,0,5,2006,AdjLand,92000
2836,908227030,50,62,8707,Reg,Lvl,FR2,Edwards,1Fam,1.5Fin,4,5,1924,1950,Gable,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,1093,1093,N,FuseF,1093,576,1669,0,0,1,1,4,TA,9,0,NA,Attchd,1924,Unf,1,288,Fa,TA,0,0,56,0,0,NA,0,5,2006,AdjLand,107000
2837,908227040,50,58,8410,Reg,Lvl,FR2,Edwards,1Fam,1.5Fin,5,3,1910,1996,Gambrel,Wd Sdng,TA,Fa,PConc,TA,TA,No,Unf,0,658,658,Y,SBrkr,658,526,1184,0,0,1,0,5,TA,8,0,NA,NA,,NA,0,0,NA,NA,0,151,0,0,0,NA,0,5,2006,AdjLand,81000
2838,908228040,50,60,9738,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,TA,Gd,BrkTil,TA,TA,No,BLQ,392,392,784,Y,SBrkr,949,272,1221,1,0,1,0,4,TA,7,0,NA,Attchd,1965,Unf,1,392,TA,TA,0,0,236,0,0,NA,0,3,2006,Normal,104900
2839,908275220,20,60,8172,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,7,1955,1990,Hip,WdShing,TA,TA,CBlock,TA,TA,No,Rec,167,697,864,Y,SBrkr,864,0,864,1,0,1,0,2,TA,5,0,NA,Detchd,1957,Unf,2,572,TA,TA,0,0,0,0,0,NA,0,4,2006,Normal,115000
2840,908275290,20,60,16012,IR1,Lvl,Inside,Edwards,1Fam,1Story,4,4,1954,1968,Hip,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,691,263,954,Y,SBrkr,1482,0,1482,0,1,2,0,3,TA,6,1,Gd,2Types,1956,Unf,2,609,TA,TA,0,30,0,0,0,MnPrv,0,10,2006,Abnorml,125000
2841,909101050,50,45,8248,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,7,1918,1950,Gable,Stucco,TA,TA,BrkTil,TA,TA,No,Unf,0,686,686,Y,SBrkr,686,564,1250,0,1,1,1,3,Fa,7,0,NA,Detchd,1955,Unf,1,280,TA,TA,207,0,96,0,0,NA,0,7,2006,Normal,116000
2842,909101080,50,45,8248,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,4,4,1922,1950,Gable,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,864,864,N,SBrkr,964,0,1414,0,0,1,0,3,TA,8,1,Gd,NA,,NA,0,0,NA,NA,0,0,112,0,0,NA,0,9,2006,Abnorml,83000
2843,909101190,75,60,6204,Reg,Bnk,Inside,SWISU,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Gd,TA,PConc,TA,Fa,No,Unf,0,795,795,N,SBrkr,954,795,2230,1,0,1,0,5,TA,10,0,NA,Detchd,1997,Unf,1,440,TA,Gd,0,188,0,0,0,NA,0,3,2006,Normal,118500
